2014.3.13,William,11210,Label 1.2mL Activator label- blue,2500,2500,0,__,"30,Mar","29,Mar",2500,,,,,,,,2500,2014.3.28: SHIPP TO USA 4189-2,,,,,,,,,,,,,,,,,,
2014.3.13,William,11170,Label 1.2mL Activator - purple,2500,2500,0,__,"30,Mar","29,Mar",2500,,,,,,,,2500,2014.3.28: SHIPP TO USA 4189-2,,,,,,,,,,,,,,,,,,
2014.3.13,William,11240,Label 1.2mL Hydrogen Peroxide - blue,2500,2500,0,__,"30,Mar","29,Mar",2500,,,,,,,,2500,2014.3.28: SHIPP TO USA 4189-2,,,,,,,,,,,,,,,,,,
2014.3.13,William,11193,Label 1.2mL Hydrogen Peroxide - purple,2500,2500,0,__,"30,Mar","29,Mar",2500,,,,,,,,2500,2014.3.28: SHIPP TO USA 4189-2,,,,,,,,,,,,,,,,,,
2014.3.13,William,11190,Label 1.2mL Carbamide Peroxide - purple,2500,2500,0,__,"30,Mar","29,Mar",2500,,,,,,,,2500,2014.3.28: SHIPP TO USA 4189-2,,,,,,,,,,,,,,,,,,
2014.3.13,William,11246,Label 3mL Remi & Desensitizing - purple,5000,5000,0,__,"30,Mar","25,Mar",5000,,,,,,,,5000,2014.3.28: SHIPP TO USA 4189-2,,,,,,,,,,,,,,,,,,
2014.3.13,William,11020,Label 3mL Bianco Desensitizing,2500,2500,0,__,"30,Mar","25,Mar",2500,,,,,,,,2500,2014.3.28: SHIPP TO USA 4189-2,,,,,,,,,,,,,,,,,,
2014.3.13,William,11040,Label 5mL Bianco 10% mint,2500,2500,0,__,"30,Mar","25,Mar",2500,,,,,,,,2500,2014.3.28: SHIPP TO USA 4189-2,,,,,,,,,,,,,,,,,,
2014.3.13,William,11070,Label 5mL Bianco 18% mint,2500,2500,0,__,"30,Mar","25,Mar",2500,,,,,,,,2500,2014.3.28: SHIPP TO USA 4189-2,,,,,,,,,,,,,,,,,,
2014.3.13,William,11300,Label: CW EU Fusion - Percarbonate,30000,30000,0,__,"30,Mar","19,Mar",30000,,,,,,,,8000,2014.3.25: shipped to Spain 4186,16000,2014.3.22: ship to Spain 4184,6000,2013.3.28: SHIP TO USA 4189-1,,,,,,,,,,,,,,
2014.3.13,William,11310,Label: DW EU Fusion - Percarbonate,10000,10000,0,__,"30,Mar","25,Mar",10000,,,,,,,,10000,2014.3.28: SHIPP TO USA 4189-2,,,,,,,,,,,,,,,,,,
2014.3.13,William,11130,Label: DW US Fusion - Hydrogen Peroxide,10000,10000,0,__,"30,Mar","29,Mar",10000,,,,,,,,10000,2014.3.28: SHIPP TO USA 4189-2,,,,,,,,,,,,,,,,,,
2014.3.13,William,11275,"Label 10mL Whitening Gel, EU compliant - silver",40000,40000,0,__,"30,Mar","29,Mar",40000,,,,,,,,40000,2014.3.28: SHIPP TO USA 4189-2,,,,,,,,,,,,,,,,,,
2014.3.13,Luis,21142,Futura 2400 Lamp Manual - Gen,500,500,0,___,"18,Mar",,500,,,,,,,,500,2014.3.9: shipped to JOJO factory,,,,,,,,,,,,,,,,0,1,7
2014.3.18,Luis,1777,Take Home Premium (no liner) bag,103000,103000,0,___,"1,May",,103000,,,,,,,,15120,2014.4.18 ship to USA 4197,2880,2014.5.08: SHIP TO USA 4205,85000,2014.5.12_ ship to USA by container 4207,,,,,,,,,,,56X44X53,0,360,18
2014.3.18,Luis,12570,White Mini LED Light (CE and WEEE mark),85000,85000,0,___,"1,May","20,Jun",85000,,,,,,,,5000,2014.4.18 SHIP TO USA 4198 29pcs in shipping agent's warehouse. actually send 4971pcs,2000,2014.4.23: ship to UK by air 4200,13000,2014.5.08: SHIP TO USA 4205,3000,2014.5.12_ ship to USA by container 4207,62000,2014.7.22: SHIP TO USA by container 4224,,,,,,,58x31x35,0,500,14
2014.3.18,Luis,13010,Thermoforming Tray - sealed in bag,132730,132730,0,__,"1,May",,132730,,,,,,,,7040,2014.4.18 ship to USA 4197,30800,2014.4.23:ship to rotterdam by container 4201,5280,2014.5.08: SHIP TO USA 4205,5280,2014.5.08: ship to UK by air 4206,70400,2014.5.12_ ship to USA by container 4207,13930,2014.7.22: ship to USA by container 4224,,,,,56x47x43,0,880,12
2014.3.18,Luis,17090,"Syringe 10mL, Pad Printed - 36% CP",100000,100000,0,__,"5,Apr","10,Apr",100000,,,,,,,,100000,2014.5.12_ ship to USA by container 4207,,,,,,,,,,,,,,,,0,1600,10
2014.3.18,Luis,16060,"Retainer Case - white, standard ",100000,100000,0,,"29,Apr",,100000,,,,,,,,15000,2014.4.18 ship to USA 4197,2000,2014.4.23: ship to UK by air 4200,53000,2014.5.12_ ship to USA by container 4207,30000,2014.7.22 SHIP TO USA by container 4224 ,,,,,,,,,67x42x32,0,500,12
2014.3.18,Luis,1790,Take Home Kit - generic instructions,60000,60000,0,,,,60000,,,,,,,,60000,2014.5.12_ ship to USA by container 4207,,,,,,,,,,,,,,,,,,
2014.3.19,Jordi,12360,PCB2 - Motherboards - Upper,20,20,0,JOJO,"1,Apr","1,Apr",20,,,,,,,,20,2014.4.1: ship to spain 4190,,,,,,,,,,,,,,,,,,
2014.3.19,Jordi,12350,PCB1 - Motherboards - Lower,20,20,0,JOJO,"1,Apr","1,Apr",20,,,,,,,,20,2014.4.1: ship to spain 4190,,,,,,,,,,,,,,,,,,
2014.3.19,Jordi,12170,Fans,20,20,0,JOJO,"1,Apr","1,Apr",20,,,,,,,,20,2014.4.1: ship to spain 4190,,,,,,,,,,,,,,,,,,
2014.3.19,Jordi,12340,LED panel Futura 2400,20,,0,JOJO,?,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.3.22,Loli,5040,"5 mL - OLD Activator spray bottle, translucent",50000,50000,0,,"16,Apr","16,Apr",50000,,,,,,,,10000,2014.4.28: SHIP TO USA 4202,40000,2014.5.12_ ship to USA by container 4207,,,,,,,,,,,,,,0,5000,19
2014.3.22,Jordi,12090,White Lamp - Generic,35,35,0,JOJO,"22,Apr",,35,,,,,,,,35,2014.4.23: ship to rotteram by container 4201,,,,,,,,,,,,,,,,0,1,7
2014.3.22,Jordi,12055,RFID White Lamp - Generic,15,15,0,JOJO,"22,Apr",,15,,,,,,,,12,2014.4.23: ship to UK by air 4200,3,2014.4.23: ship to rotterdam by container 4201,,,,,,,,,,,,,,0,1,7
2014.3.22,Jordi,12015,Clamp On Lamp - Generic,60,60,1,JOJO,"22,Apr",,59,,,,,,,,14,2014.4.12: SHIP TO UK 4195,30,2014.5.08: ship to UK by air 4206,3,2014.6.05: ship to USA 4214,12,2014.6.13: SHIIP TO USA 4215-1 BW,,,,,,,,,,0,3,9
2014.3.22,Jordi,18040,Professional Teeth Shade Guide,200,200,0,JOJO,"15,June","13,June",200,,,,,,,,75,2014.4.28: ship to USA by air 4202,50,2014.5.08:ship to UK by air 4206,50,2014.6.18: ship to SPAIN 4217,25,2014.7.08: ship to USA by air 4220,,,,,,,,,,,,
2014.3.22,Jordi,9030,Finger Wipe - Multilingual,50000,50000,0,Wei,"11,Apr","11,Apr",50000,,,,,,,,30000,2014.4.23; ship to rotterdam by container 4201,20000,2014.5.12_ ship to USA by container 4207,,,,,,,,,,,,,,0,10000,14
2014.3.22,Jordi,12570,White Mini LED Light (CE and WEEE mark),20000,20000,0,___,"6,May",,20000,,,,,,,,20000,2014.4.23: ship to rotteram by container 4201,,,,,,,,,,,,,,,,0,500,14
2014.3.22,Jordi,16060,"Retainer Case - white, standard ",30000,30000,0,,"8,May",,30000,,,,,,,,30000,2014.4.23:ship to rotterdam by container 4201,,,,,,,,,,,,,,,,0,500,12
2014.3.22,Jordi,13010,Thermoforming Tray - sealed in bag,30000,30000,0,__,"30,Apr","23,Apr",30000,,,,,,,,30000,2014.4.23:ship to rotterdam by container 4201,,,,,,,,,,,,,,,,,,
2014.3.22,Jordi,1770,Take Home Generic- Premium bag,3500,3500,0,___,,"7,Apr",3500,,,,,,,,3500,2014.4.23: ship to ROTTERDAM by container 4201,,,,,,,,,,,,,,,,,,
2014.3.22,Jordi,7030,Cheek Retractor Large Clear,4000,4000,0,,"20,Apr","20,Apr",4000,,,,,,,,4000,2014.4.23: ship to rotterdam by container 4201,,,,,,,,,,,,,,,,0,800,10
2014.3.22,Jordi,6160,"PVC Bag with Zipper, (Non-standard) - 230x123x30mm",30000,30000,0,,"22,Apr","21,Apr",30000,,,,,,,,30000,2014.4.23: ship to rotterdam by container 4201,,,,,,,,,,,,,,,,,,
2014.3.22,Luis,8006,Collagen Crystal Mask - Face,100,100,0,___,"24,Mar","25,Mar",100,,,,,,,,15,"carried by alain to Italy for show 1,Apr",85,2014.4.08 SHIP TO USA 4193,,,,,,,,,,,,,,,,
,,8007,Collagen Crystal Mask- Neck,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8008,Collagen Crystal Mask - eye,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8009,Collagen Crystal Mask - Breast,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.3.26,Luis,8010,Collagen Crystal mask - Hand,40,40,0,ZUO FEN,"25,Mar","26,Mar",40,,,,,,,,13,"carried by Alain to Italy show 1,Apr",27,2014.4.08 SHIP TO USA 4193,,,,,,,,,,,,,,,,
,,8011,Collagen Crystal mask - Lips,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.4.10,LOLI,12015,Clamp On Lamp - Generic,51,51,6,JOJO,"30,Apr",,45,,,,,,,,21,2014.7.29: SHIP to rotterdam by LCL 4226,15,2014.11.29_ ship to USA by AIR 4262,9,2014.11.28 ship to UK by AIR 4261,,,,,,,,,,,,0,3,9
2014.4.12,Luis,12010,Futura 2400 Clamp On - BW,20,20,0,JOJO,"30,Apr",,20,,,,,,,,5,2014.4.12: SHIP TO USA 4196,6,,9,2014.6.05: ship to USA 4214,,,,,,,,,,,,0,3,9
2014.4.17,William,18040,Professional Teeth Shade Guide,250,250,75,JOJO,"15,June","13,June",175,,,,,,,,5,2014.7.08: ship to USA by air 4220,170,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,
2014.4.17,William,3020,Mesh Recliner Carry Bag,100,100,0,___,"5,May",,100,,,,,,,,20,2014.5.08: SHIP TO USA 4205,80,2014.5.12_ ship to USA by container 4207,,,,,,,,,,,,,,,,
2014.4.17,Luis,3040,Facial Bed White ,50,50,0,Sunny,"21,May","25,May",50,,,,,,,,50,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,,,
2014.4.17,,3010,Facial Bed Black ,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.4.17,William,12461,Lamp boxes,50,50,0,JOJO,"8,May",,50,,,,,,,,50,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,,,
2014.4.17,William,19070,"Syringe caps, Clear",250000,250000,0,,"30,Apr","8,May",250000,,,,,,,,170000,2014.5.08: SHIP TO USA 4205,80000,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,
2014.4.17,Luis,12140,BW Case,300,300,50,__,"30,May",,250,,,,,,,,30,2014.5.19: SHIP TO USA 4210-1 BW,30,2014.6.05: SHIP 20/BW +10/GENERIC to USA 4214,35,"2014.7.08:ship to USA by AIR 4220 20/BW, 10/GENERIC, 5/BW with lamp",155,"2014.7.22 SHIP TO USA by container 4224  75pcs are empty, 80pcs are with lamp",,,,,,,,,,,,
2014.4.17,,12300,Generic Case,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.4.17,Loli,12075,Futura 2000 - Generic,5,5,0,Joanna,"22,Apr",,5,,,,,,,,5,2014.4.22: SHIP TO AUSTRALIA 4199,,,,,,,,,,,,,,,,,,
2014.4.18,Luis,8005,Mask,50,33,0,JOJO,,,33,,,,,,,,9,ALAIN TAKE TO SHOW,4,2014.5.19: SHIP TO USA 4210-3,20,2014.6.13: SHIIP TO USA 4215-2,,,,,,,,,,,,,,
2014.4.18,Luis,8004,Evoke Mask - Red,50,50,0,JOJO,,,50,,,,,,,,9,ALAIN TAKE TO SHOW,26,2014.5.19: SHIP TO USA 4210-3,8,2014.6.13: SHIIP TO USA 4215-2,7,2014.11.28: ship to USA by jojo's DHL 4263,,,,,,,,,,,,
2014.4.18,Luis,12560,Vitamin E Swabs ,60000,36000,0,wei,"28,May","5,June",36000,,,,,,,,36000,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,,,
2014.4.26,Luis,15030,"Pen Clear 2mL, BW blue logo",20000,20000,0,wei,"28,May","5,June",20000,,,,,,,,20000,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,,,
2014.4.26,Luis,15040,"Pen Clear 2mL, Generic",20000,20000,0,wei,"28,May","5,June",20000,,,,,,,,10000,"2014.6.23 ship to USA 4219: Body 10080pcs,brush: 10050pcs, cap:11700pcs.",10000,2014.7.08: ship to USA by air 4220,,,,,,,,,,,,,,,,
2014.4.26,Luis,15050,"Pen Satin 2mL, Forever White, white logo",15000,15000,0,wei,"28,May","5,June",15000,,,,,,,,5000,2014.7.08 ship  to USA by air 4220,10000,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,
2014.4.26,Luis,15060,"Pen Shiny Metallic 2mL, Generic",20000,20000,0,wei,"28,May","5,June",20000,,,,,,,,20000,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,,,
2014.4.26,Luis,15080,"Pen Satin 2mL, GlamWhite, purple logo",5000,5000,0,wei,"28,May","5,June",5000,,,,,,,,5000,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,,,
2014.4.21,Luis,12085,Futura Face,120,10,0,JOJO,,,10,,,,,,,,10,2014.5.23: ship 6pcsto Orland 4211 ship 4pcs to Orland 4212 by JOJO's DHL account,,,,,,,,,,,,,,,,,,
2014.4.23,Jordi,12350,PCB1 - Motherboards - Lower,20,20,0,JOJO,"10,May",,20,,,,,,,,20,2014.5.08: SHIP TO UK BY AIR 4206,,,,,,,,,,,,,,,,,,
2014.4.23,Jordi,12350,PCB1 - Motherboards - Lower,20,20,0,JOJO,"10,May",,20,,,,,,,,20,2014.5.08: SHIP TO UK BY AIR 4206,,,,,,,,,,,,,,,,,,
2014.4.23,Jordi,12170,Fans,20,20,0,JOJO,"10,May",,20,,,,,,,,20,2014.5.08: SHIP TO UK BY AIR 4206,,,,,,,,,,,,,,,,,,
2014.4.23,Jordi,12165,Clamp on lamp clamps,10,,0,JOJO,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.4.26,Loli,1925,EU Compliant kit box- Percarbonate,10000,10000,0,___,"9,May","15,May",10000,,,,,,,,3000,2014.5.15: ship to spain 4209,1800,2014.7.22: Ship to spain by DHL 4222,1800,2014.7.22: ship to USA by container 4224,3400,2014.7.29: SHIP TO rotterdam by LCL 4226,,,,,,,,,,,,
2014.4.29,William,1760,Take Home BW - bag,2000,2000,0,___,"15,May",,2000,,,,,,,,1120,2014.6.23 ship to USA 4219,880,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,0,280,18
2014.4.30,William,1775,Take Home Professional bag,2000,2000,0,___,"15,May",,2000,,,,,,,,2000,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,0,280,18
2014.4.30,William,11286,Label 10mL 22% Carbamide Peroxide - silver,5000,5000,0,__,"10,May","17,May",5000,,,,,,,,5000,2014.5.19: SHIP TO USA 4202-2,,,,,,,,,,,,,,,,,,
2014.4.30,William,11287,Label 10ml 17% carbamide Peroxide SILVER,5000,5000,0,__,"10,May","17,May",5000,,,,,,,,5000,2014.5.19: SHIP TO USA 4202-2,,,,,,,,,,,,,,,,,,
2014.4.30,William,11288,Label 10ml 16% CarbamidePeroxide Silver,5000,5000,0,__,"10,May","17,May",5000,,,,,,,,5000,2014.5.19: SHIP TO USA 4202-2,,,,,,,,,,,,,,,,,,
2014.4.30,William,11245,Label 1.2mL Remi/Desensitizing - blue,5000,5000,0,__,,"17,May",5000,,,,,,,,5000,2014.5.19: SHIP TO USA 4202-2,,,,,,,,,,,,,,,,,,
2014.4.30,William,11135,Label 1.2mL Gingival - silver,5000,5000,0,__,,"17,May",5000,,,,,,,,5000,2014.5.19: SHIP TO USA 4202-2,,,,,,,,,,,,,,,,,,
2014.4.30,William,11275,"Label 10mL Whitening Gel, EU compliant - silver",37500,37500,0,__,,"17,May",37500,,,,,,,,37500,2014.5.19: SHIP TO USA 4202-2,,,,,,,,,,,,,,,,,,
2014.4.30,William,11300,Label: CW EU Fusion - Percarbonate,50000,50000,0,__,,"17,May",50000,,,,,,,,50000,2014.5.19: SHIP TO USA 4202-2,,,,,,,,,,,,,,,,,,
2014.4.30,William,11313,Label: DW Fusion - Canada Hydrogen Peroxide,2500,2500,0,__,"6,May","6,May",2500,,,,,,,,2480,2014.5.06: carried by Luis to USA.,20,2014.5.15: ship to spain 4209,,,,,,,,,,,,,,,,
2014.4.30,William,7030,Cheek Retractor Large Clear,10000,10000,0,,,"12,May",10000,,,,,,,,5100,2014.5.12_ ship to USA by container 4207,4900,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,0,800,10
2014.4.30,William,6165,PVC Ziplock Pouch (Standard)- 220 x 113 x 30mm,20000,20000,0,,"26,May","28,Apr",20000,,,,,,,,3000,2014.6.13: SHIIP TO USA 4215-1,5000,2014.7.08: ship to USA by air 4220,12000,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,0,1000,14
2014.4.30,William,12510,Blue Sponge - Blue oral swab,30000,30000,0,__,"26,May","7,Jun",30000,,,,,,,,1000,2014.6.05: ship to USA 4214,29000,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,0,3000,8
2014.5.04,Loli,15261,Box: White Active 3 (percarbonate),2000,2000,0,___,,"15,May",2000,,,,,,,,2000,2014.5.15: ship to spain 4209,,,,,,,,,,,,,,,,,,
2014.5.04,Loli,11289,Label: White Active 3 (percarbonate),2000,2000,0,__,,"15,May",2000,,,,,,,,2000,2014.5.15: ship to spain 4209,,,,,,,,,,,,,,,,,,
2014.5.06,William,12080,"Futura 2400 - BW, White",100,100,0,JOJO,,,100,,,,,,,,40,2014.7.08 ship to USA by air 4220  5pcs of them are packed by aluminum case.,60,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,
2014.5.06,William,12090,White Lamp - Generic,30,30,0,JOJO,,,30,,,,,,,,30,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,,,
2014.5.08,Luis,835,Foam Flooring - Tradeshow (EVA floor Foam 60x60x1cm),25,25,0,__,"11,May","11,May",25,,,,,,,,25,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,,,
2014.5.08,william,12580,Safety seals,100000,100000,0,__,"16,May","17,May",100000,,,,,,,,100000,2014.5.19: SHIP TO USA 4202-2,,,,,,,,,,,,,,,,,,
2014.5.15,William,2010,Banner BW English,25,25,0,COCO,,"14,June",25,,,,,,,,5,2014.7.08 ship  to USA by air 4220,20,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,
2014.5.15,William,2020,Banner Generic English,15,15,0,COCO,,"14,June",15,,,,,,,,15,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,,,
2014.5.16,Loli,21002,Topaz 3000 Manual,300,300,0,,,"21,May",300,,,,,,,,50,2014.7.08:ship to USA by air 4220,250,2014.7.22: ship to USA by container 4224,,,,,,,,,,,,,,,,
2014.5.29,Luis,12190,Serial Numbers - Futura 2400 head,1000,1000,200,__,,"7,Jun",800,,,,,,,,800,2014.7.08 ship to USA by air 4220,,,,,,,,,,,,,,,,,,
2014.6.03,Loli,12430,RFID Card Smile'up (Purple),2000,2000,0,JACK,,"17,June",2000,,,,,,,,600,2014.6.18: ship to SPAIN 4217,1400,2014.7.29: ship to rotterdam by LCL 4226,,,,,,,,,,,,,,,,
2014.6.06,William,815,Stamping block for labeling machine - Brass,5,5,0,__,,"10,June",5,,,,,,,,5,2014.6.13: ship to USA 4215-2,,,,,,,,,,,,,,,,,,
2014.6.06,William,820,Numbers for Stamping block ( 0-9) ,70,70,0,__,,"10,June",70,,,,,,,,70,2014.6.13: ship to USA 4215-2,,,,,,,,,,,,,,,,,,
2014.6.06,William,825,Stamping block numbers Blank Rectangle ,30,30,0,__,,"10,June",30,,,,,,,,30,2014.6.13: ship to USA 4215-2,,,,,,,,,,,,,,,,,,
2014.6.10,William,830,Rings for Labeling maching,32,32,0,__,,"16,June",32,,,,,,,,32,2014.7.08 ship to USA by air 4220,,,,,,,,,,,,,,,,,,
2014.6.12,Luis,12080,"Futura 2400 - BW, White",100,100,15,JOJO,,,85,,,,,,,,35,2014.7.26: ship to USA by AIR 4225,50,2014.11.29_ ship to USA by AIR 4262,,,,,,,,,,,,,,,,
2014.6.12,Luis,12091,White Lamp - Blank,30,30,20,JOJO,,,10,,,,,,,,10,2014.7.26: ship to USA by AIR 4225,,,,,,,,,,,,,,,,,,
2014.6.25,Tom,19020,Syringe Tip Blue Curved,10000,10000,0,,"2,July",,10000,,,,,,,,10000,2014.7.08 ship to USA by air 4220,,,,,,,,,,,,,,,,,,
2014.7.01,Loli,7130,Micro needling (9 points),100,100,0,Mei Ci,"15,July","11,July",100,,,,,,,,100,2014.7.29: ship to rotterdam by LCL 4226,,,,,,,,,,,,,,,,,,
2014.7.01,Luis,7125,Battery-in Microneedling Machine,100,,0,Mr Zale,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.7.01,Luis,7135,12P tips for Microneedling Machine,1000,,0,Mr Zale,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.7.05,Luis,18040,Professional Teeth Shade Guide,200,200,0,JOJO,"29,July",,200,,,,,,,,200,2014.7.29:ship to rotterdam by LCL 4226,,,,,,,,,,,,,,,,,,
2014.7.09,Tom,11130,Label: DW US Fusion - Hydrogen Peroxide,20000,20000,0,__,"19,July","29,July",20000,,,,,,,,20000,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.08,Loli,1940,Bianco Pro Lumiere 25% HP Box,1000,1000,0,___,"17,July","18,July",1000,,,,,,,,120,2014.7.19:ship to USA by DHL 4223,880,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,
2014.7.08,Loli,1950,Bianco Pro Rapide 38% HP Box,1000,1000,0,___,"17,July","18,July",1000,,,,,,,,120,2014.7.19:ship to USA by DHL 4223,880,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,
2014.7.10,Luis,1560,Pro Kit Box - BW,5000,5000,0,___,"24,July","29,July",5000,,,,,,,,5000,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.10,Luis,1670,Sapient White-FX 38% Pro Kit - box,5000,5000,0,___,"25,July","31,July",5000,,,,,,,,5000,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.10,Luis,6060,Box: DW US Fusion - Hydrogen Peroxide,30000,30000,0,___,"26,July","31,July",30000,,,,,,,,30000,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.11,Tom,11285,Label 2mL 25% Hydrogen Peroxide - blue,2500,2500,0,__,,"29,July",2500,,,,,,,,2500,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.11,Tom,12330,Protective Glasses Red ,100,100,0,JOJO,"8,Aug",,100,,,,,,,,100,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.11,Tom,12255,Wheels,30,30,0,JOJO,"8,Aug",,30,,,,,,,,30,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.11,Tom,12280,Clear LED lens cover,60,60,0,JOJO,"8,Aug",,60,,,,,,,,60,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.11,Tom,12406,Power Adapter,30,30,0,JOJO,"8,Aug",,30,,,,,,,,30,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.11,Tom,12250,Adjustable Knobs,30,30,0,JOJO,"8,Aug",,30,,,,,,,,30,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.11,Tom,12345,White LED housing,10,10,0,JOJO,"8,Aug",,10,,,,,,,,10,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.16,Tom,11220,Label 3mL Remi & Desensitizing - silver,15000,15000,0,__,"26,July","29,july",15000,,,,,,,,15000,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.16,Tom,11275,"Label 10mL Whitening Gel, EU compliant - silver",20000,20000,0,__,"26,July","29,July",20000,,,,,,,,20000,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.16,Tom,11240,Label 1.2mL Hydrogen Peroxide - blue,2500,2000,0,__,,"8,Aug",2000,,,,,,,,2000,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.16,Tom,11210,Label 1.2mL Activator label- blue,2500,2000,0,__,,"8,Aug",2000,,,,,,,,2000,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.18,Tom,21100,"Promotional Flyer, BW",50000,50000,0,___,"29,July",,50000,,,,,,,,50000,2014.8.09: ship to USA by AIR 4227,,,,,,,,,,,,,,,,,,
2014.7.30,Tom,11135,Label 1.2mL Gingival - silver,2500,,0,__,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.8.01,Tom,13040,PerfecTray (former Platform tray) - in bag,33862,31624,3260,__,,,28364,,,,,,,,4200,2014.8.28: SHIP TO UK 4235,19964,2014.9.11: SHIP TO USA BY AIR 4240,4200,2014.10.25: SHIP TO UK 4252,,,,,,,,,,,,,,
2014.8.07,Tom,7030,Cheek Retractor Large Clear,20000,20000,0,,"23,Aug",,20000,,,,,,,,6400,2014.10.08:SHIP TO USA by AIR 4245,13600,2014.11.19: ship to USA by AIR 4259,,,,,,,,,,,,,,,,
2014.8.07,Jordi,1925,EU Compliant kit box- Percarbonate,10000,10000,5000,___,,"26,Aug",5000,,,,,,,,1000,2014.8.26:SHIP TO SPAIN 4234,3000,2014.9.11: SHIP TO USA BY AIR 4240,1000,2014.11.28 ship to UK by AIR 4261,,,,,,,,,,,,,,
2014.8.08,Tom,18040,Professional Teeth Shade Guide,200,200,200,JOJO,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014.8.14,Tom,11190,Label 1.2mL Carbamide Peroxide - purple,15000,15000,0,__,"24,Aug","25,Aug",15000,,,,,,,,15000,2014.9.11: SHIP TO USA BY AIR 4240,,,,,,,,,,,,,,,,,,1.2ml Carbamide Peroxide- Purple(Label)
2014.8.14,Tom,10025,Gingival Barrier 1.2mL Syringe (Empty),15000,15000,15000,,"20,Sep","15,Oct",0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2ml Black Gingival Barrier( Empty Syringes)
2014.8.14,Tom,17010,"Syringe 1.2mL, Blank (purple)",30000,30000,20000,,"20,Sep","15,Oct",10000,,,,,,,,10000,2014.11.10 SHIP TO USA BY DHL 4256,,,,,,,,,,,,,,,,,,"Syringes 1.2ml, Blank(purple)"
2014.8.28,Loli,1455,Love My Smile Kit box - 6% ,2500,2500,0,___,"7,Sep","9,Sep",2500,,,,,,,,1000,2014.9.09: SHIP TO USA 4239,1500,2014.9.11: SHIP TO USA BY AIR 4240,,,,,,,,,,,,,,,,Box-Advanced kit box(Love My Smile)
2014.9.10,Tom,12460,Detachable Lamp Tray - white,300,300,220,JOJO,,,80,,,,,,,,50,2014.10.13: SHIP TO USA BY DHL 4247,30,2014.11.29_ ship to USA by AIR 4262,,,,,,,,,,,,,,,,Detachable Lamp Tray - white (these are for the lamps) with mounting brackets
